,team_id,x,y,time,player_id
108,37,14.6955,27.644609999999997,305,Teague
109,-99,10.82349,37.467259999999996,305, 
110,65,2.1082400000000003,18.60986,304,Caldwell-Pope
111,65,10.8586,36.0067,304,Drummond
112,65,25.517,13.99039,304,Ilyasova
113,65,13.24945,23.7164,304,Jackson
114,65,15.63229,10.4352,304,Morris
115,37,15.500370000000002,15.19559,304,Bazemore
116,37,10.50994,33.41466,304,Horford
117,37,3.7939999999999996,23.807679999999998,304,Korver
118,37,14.4122,19.9746,304,Millsap
119,37,14.4049,27.41488,304,Teague
120,-99,10.83912,37.4617,304, 
121,65,2.2364599999999997,18.04942,303,Caldwell-Pope
122,65,10.87098,35.99499,303,Drummond
123,65,25.66038,14.10641,303,Ilyasova
124,65,12.81541,23.45955,303,Jackson
125,65,15.1625,10.797789999999999,303,Morris
126,37,15.416570000000002,15.08894,303,Bazemore
127,37,10.504760000000001,33.404579999999996,303,Horford
128,37,3.86208,23.38563,303,Korver
129,37,14.586870000000001,20.05696,303,Millsap
130,37,14.13042,27.177770000000002,303,Teague
131,-99,10.85396,37.45599,303, 
132,65,2.37298,17.48613,302,Caldwell-Pope
133,65,10.88229,35.98083,302,Drummond
134,65,25.80023,14.220629999999998,302,Ilyasova
135,65,12.38136,23.1873,302,Jackson
136,65,14.69931,11.180060000000001,302,Morris
137,37,15.32647,15.005189999999999,302,Bazemore
138,37,10.49965,33.39436,302,Horford
139,37,3.9553199999999995,22.9845,302,Korver
140,37,14.746260000000001,20.149520000000003,302,Millsap
141,37,13.8514,26.949890000000003,302,Teague
142,-99,10.867980000000001,37.45013,302, 
143,65,2.517,16.92115,301,Caldwell-Pope
144,65,10.89015,35.96763,301,Drummond
145,65,25.93093,14.34341,301,Ilyasova
146,65,12.00588,22.92375,301,Jackson
147,65,14.257579999999999,11.55618,301,Morris
148,37,15.19864,14.9464,301,Bazemore
149,37,10.495230000000001,33.38505,301,Horford
150,37,4.05775,22.60602,301,Korver
151,37,14.91095,20.23789,301,Millsap
152,37,13.5724,26.72158,301,Teague
153,-99,10.88115,37.444109999999995,301, 
154,65,2.69409,16.30183,300,Caldwell-Pope
155,65,10.89713,35.95136,300,Drummond
156,65,26.062179999999998,14.472220000000002,300,Ilyasova
157,65,11.61346,22.6338,300,Jackson
158,65,13.83266,11.948160000000001,300,Morris
159,37,15.064689999999999,14.910720000000001,300,Bazemore
160,37,10.492389999999999,33.37572,300,Horford
161,37,4.156619999999999,22.22104,300,Korver
162,37,15.07271,20.32256,300,Millsap
163,37,13.296270000000002,26.492959999999997,300,Teague
164,-99,10.89343,37.43793,300, 
165,65,2.89193,15.719629999999999,299,Caldwell-Pope
166,65,10.90333,35.93755,299,Drummond
167,65,26.19428,14.60857,299,Ilyasova
168,65,11.24072,22.34132,299,Jackson
169,65,13.407520000000002,12.372910000000001,299,Morris
170,37,14.88923,14.89219,299,Bazemore
171,37,10.49118,33.37041,299,Horford
172,37,4.25064,21.848779999999998,299,Korver
173,37,15.231060000000001,20.41793,299,Millsap
174,37,12.9949,26.307709999999997,299,Teague
175,-99,10.904810000000001,37.4316,299, 
176,65,3.1113,15.169220000000001,298,Caldwell-Pope
177,65,10.90823,35.9294,298,Drummond
178,65,26.32235,14.749529999999998,298,Ilyasova
179,65,10.89676,22.054470000000002,298,Jackson
180,65,12.99957,12.809000000000001,298,Morris
181,37,14.70839,14.8968,298,Bazemore
182,37,10.489889999999999,33.36723,298,Horford
183,37,4.34164,21.47937,298,Korver
184,37,15.38935,20.52259,298,Millsap
185,37,12.71975,26.09604,298,Teague
186,-99,10.915239999999999,37.4251,298, 
187,65,3.3688599999999997,14.60733,297,Caldwell-Pope
188,65,10.91421,35.92177,297,Drummond
189,65,26.447359999999996,14.895589999999999,297,Ilyasova
190,65,10.584589999999999,21.75819,297,Jackson
191,65,12.604510000000001,13.24059,297,Morris
192,37,14.51668,14.94095,297,Bazemore
193,37,10.49077,33.361909999999995,297,Horford
194,37,4.43825,21.11453,297,Korver
195,37,15.54015,20.62847,297,Millsap
196,37,12.44512,25.879360000000002,297,Teague
197,-99,10.924710000000001,37.41845,297, 
198,65,3.65723,14.06306,296,Caldwell-Pope
199,65,10.91955,35.91476,296,Drummond
200,65,26.56705,15.04977,296,Ilyasova
201,65,10.30764,21.44773,296,Jackson
202,65,12.21007,13.701070000000001,296,Morris
203,37,14.31511,15.01268,296,Bazemore
204,37,10.49012,33.36124,296,Horford
205,37,4.54601,20.75009,296,Korver
206,37,15.67976,20.71228,296,Millsap
207,37,12.16821,25.662029999999998,296,Teague
208,-99,10.93317,37.41163,296, 
209,65,3.9614,13.539660000000001,295,Caldwell-Pope
210,65,10.92451,35.90817,295,Drummond
211,65,26.690479999999997,15.19449,295,Ilyasova
212,65,10.03248,21.15921,295,Jackson
213,65,11.82672,14.16716,295,Morris
214,37,14.11425,15.11725,295,Bazemore
215,37,10.491060000000001,33.360209999999995,295,Horford
216,37,4.6477900000000005,20.38012,295,Korver
217,37,15.81585,20.79873,295,Millsap
218,37,11.89545,25.44922,295,Teague
219,-99,10.9406,37.40464,295, 
220,65,4.2740800000000005,13.02577,294,Caldwell-Pope
221,65,10.93025,35.901720000000005,294,Drummond
222,65,26.81185,15.343520000000002,294,Ilyasova
223,65,9.75135,20.87244,294,Jackson
224,65,11.46298,14.66506,294,Morris
225,37,13.8962,15.25435,294,Bazemore
226,37,10.49295,33.3602,294,Horford
227,37,4.7493,20.04191,294,Korver
228,37,15.94421,20.92211,294,Millsap
229,37,11.64091,25.236710000000002,294,Teague
230,-99,10.94697,37.397490000000005,294, 
231,65,4.60916,12.519969999999999,293,Caldwell-Pope
232,65,10.93495,35.89648,293,Drummond
233,65,26.929129999999997,15.4988,293,Ilyasova
234,65,9.48926,20.60536,293,Jackson
235,65,11.11918,15.12925,293,Morris
236,37,13.61692,15.449470000000002,293,Bazemore
237,37,10.496030000000001,33.36274,293,Horford
238,37,4.85456,19.70234,293,Korver
239,37,16.08504,21.01666,293,Millsap
240,37,11.40455,25.02599,293,Teague
241,-99,10.95225,37.39017,293, 
242,65,4.97764,12.0369,292,Caldwell-Pope
243,65,10.94058,35.897040000000004,292,Drummond
244,65,27.048370000000002,15.654779999999999,292,Ilyasova
245,65,9.239230000000001,20.36066,292,Jackson
246,65,10.78995,15.57355,292,Morris
247,37,13.364429999999999,15.648660000000001,292,Bazemore
248,37,10.50298,33.36995,292,Horford
249,37,4.95421,19.366670000000003,292,Korver
250,37,16.23692,21.12518,292,Millsap
251,37,11.16876,24.80632,292,Teague
252,-99,10.95641,37.38268,292, 
253,65,5.355,11.5545,291,Caldwell-Pope
254,65,10.94622,35.89723,291,Drummond
255,65,27.16497,15.81359,291,Ilyasova
256,65,9.04739,20.15169,291,Jackson
257,65,10.47251,16.002679999999998,291,Morris
258,37,13.110920000000002,15.874379999999999,291,Bazemore
259,37,10.51043,33.37233,291,Horford
260,37,5.07149,19.060029999999998,291,Korver
261,37,16.389879999999998,21.2339,291,Millsap
262,37,10.93961,24.6004,291,Teague
263,-99,10.95942,37.375009999999996,291, 
264,65,5.76245,11.09983,290,Caldwell-Pope
265,65,10.9522,35.89833,290,Drummond
266,65,27.27908,15.97105,290,Ilyasova
267,65,8.86239,19.98382,290,Jackson
268,65,10.17118,16.39582,290,Morris
269,37,12.8224,16.13314,290,Bazemore
270,37,10.51862,33.3751,290,Horford
271,37,5.20025,18.761789999999998,290,Korver
272,37,16.538520000000002,21.341260000000002,290,Millsap
273,37,10.714160000000001,24.39719,290,Teague
274,-99,10.96124,37.36718,290, 
275,65,6.18896,10.657789999999999,289,Caldwell-Pope
276,65,10.95918,35.902609999999996,289,Drummond
277,65,27.38953,16.12731,289,Ilyasova
278,65,8.64327,19.819129999999998,289,Jackson
279,65,9.89701,16.77364,289,Morris
280,37,12.53236,16.399620000000002,289,Bazemore
281,37,10.52701,33.37914,289,Horford
282,37,5.33269,18.46009,289,Korver
283,37,16.66049,21.47938,289,Millsap
284,37,10.501489999999999,24.19826,289,Teague
285,-99,10.96186,37.359159999999996,289, 
286,65,6.617139999999999,10.24002,288,Caldwell-Pope
287,65,10.96694,35.906259999999996,288,Drummond
288,65,27.5027,16.277479999999997,288,Ilyasova
289,65,8.43713,19.68658,288,Jackson
290,65,9.63343,17.12037,288,Morris
291,37,12.242360000000001,16.68776,288,Bazemore
292,37,10.53555,33.38289,288,Horford
293,37,5.466019999999999,18.1685,288,Korver
294,37,16.80904,21.57947,288,Millsap
295,37,10.30417,24.00757,288,Teague
296,-99,11.050880000000001,37.25011,288, 
297,65,7.053139999999999,9.84598,287,Caldwell-Pope
298,65,10.97595,35.90957,287,Drummond
299,65,27.612470000000002,16.43553,287,Ilyasova
300,65,8.2409,19.58812,287,Jackson
301,65,9.378739999999999,17.43148,287,Morris
302,37,11.94294,16.98731,287,Bazemore
303,37,10.54427,33.38578,287,Horford
304,37,5.605230000000001,17.88299,287,Korver
305,37,16.960720000000002,21.6805,287,Millsap
306,37,10.08905,23.81361,287,Teague
307,-99,11.1399,37.14107,287, 
308,65,7.5043,9.48184,286,Caldwell-Pope
309,65,10.986139999999999,35.913509999999995,286,Drummond
310,65,27.718590000000003,16.59,286,Ilyasova
311,65,8.055810000000001,19.51035,286,Jackson
312,65,9.13061,17.731189999999998,286,Morris
313,37,11.66538,17.324479999999998,286,Bazemore
314,37,10.55359,33.38838,286,Horford
315,37,5.74275,17.59583,286,Korver
316,37,17.11832,21.77423,286,Millsap
317,37,9.88819,23.62336,286,Teague
318,-99,11.22892,37.03202,286, 
319,65,7.9781699999999995,9.134910000000001,285,Caldwell-Pope
320,65,10.99576,35.9213,285,Drummond
321,65,27.820059999999998,16.74239,285,Ilyasova
322,65,7.92011,19.526870000000002,285,Jackson
323,65,8.88465,17.93305,285,Morris
324,37,11.39955,17.67655,285,Bazemore
325,37,10.56586,33.39418,285,Horford
326,37,5.90129,17.31529,285,Korver
327,37,17.27838,21.8672,285,Millsap
328,37,9.69708,23.44521,285,Teague
329,-99,11.31794,36.92297,285, 
330,65,8.464739999999999,8.80851,284,Caldwell-Pope
331,65,11.007710000000001,35.924279999999996,284,Drummond
332,65,27.918879999999998,16.895329999999998,284,Ilyasova
333,65,7.7954300000000005,19.48698,284,Jackson
334,65,8.68573,18.118,284,Morris
335,37,11.156310000000001,18.07784,284,Bazemore
336,37,10.57698,33.39605,284,Horford
337,37,6.0579,17.052310000000002,284,Korver
338,37,17.44173,21.94914,284,Millsap
339,37,9.45095,23.2534,284,Teague
340,-99,11.40696,36.81392,284, 
341,65,8.96428,8.50576,283,Caldwell-Pope
342,65,11.019969999999999,35.92181,283,Drummond
343,65,28.02225,17.05808,283,Ilyasova
344,65,7.661580000000001,19.47033,283,Jackson
345,65,8.47672,18.275470000000002,283,Morris
346,37,10.92261,18.41408,283,Bazemore
347,37,10.589369999999999,33.39672,283,Horford
348,37,6.22875,16.79831,283,Korver
349,37,17.604960000000002,22.02316,283,Millsap
350,37,9.272089999999999,23.0984,283,Teague
351,-99,11.49598,36.70487,283, 
352,65,9.47816,8.22434,282,Caldwell-Pope
353,65,11.034189999999999,35.91938,282,Drummond
354,65,28.13154,17.22136,282,Ilyasova
355,65,7.510489999999999,19.5615,282,Jackson
356,65,8.25555,18.39709,282,Morris
357,37,10.70566,18.770310000000002,282,Bazemore
358,37,10.60362,33.39839,282,Horford
359,37,6.41616,16.54715,282,Korver
360,37,17.77124,22.09828,282,Millsap
361,37,9.06136,22.95831,282,Teague
362,-99,11.585,36.59582,282, 
363,65,9.99996,7.96587,281,Caldwell-Pope
364,65,11.04692,35.91182,281,Drummond
365,65,28.24401,17.387829999999997,281,Ilyasova
366,65,7.33511,19.70402,281,Jackson
367,65,8.04128,18.49833,281,Morris
368,37,10.46314,19.17398,281,Bazemore
369,37,10.62345,33.396840000000005,281,Horford
370,37,6.61325,16.303079999999998,281,Korver
371,37,17.93581,22.16778,281,Millsap
372,37,8.945139999999999,22.83015,281,Teague
373,-99,11.60547,36.65589,281, 
374,65,10.53328,7.7283800000000005,280,Caldwell-Pope
375,65,11.06132,35.90113,280,Drummond
376,65,28.349420000000002,17.56839,280,Ilyasova
377,65,7.17554,19.87811,280,Jackson
378,65,7.8307,18.53571,280,Morris
379,37,10.253689999999999,19.49045,280,Bazemore
380,37,10.64022,33.39232,280,Horford
381,37,6.8216,16.088279999999997,280,Korver
382,37,18.09543,22.23214,280,Millsap
383,37,8.791080000000001,22.74372,280,Teague
384,-99,11.64316,36.70507,280, 
385,65,11.08107,7.513560000000001,279,Caldwell-Pope
386,65,11.07567,35.89055,279,Drummond
387,65,28.454990000000002,17.74586,279,Ilyasova
388,65,7.037789999999999,20.06222,279,Jackson
389,65,7.632689999999999,18.555320000000002,279,Morris
390,37,10.05162,19.862289999999998,279,Bazemore
391,37,10.6578,33.38633,279,Horford
392,37,7.0304,15.87137,279,Korver
393,37,18.24962,22.29641,279,Millsap
394,37,8.639489999999999,22.578979999999998,279,Teague
395,-99,11.69639,36.74445,279, 
396,65,11.63228,7.31226,278,Caldwell-Pope
397,65,11.09019,35.87535,278,Drummond
398,65,28.564870000000003,17.928060000000002,278,Ilyasova
399,65,6.899360000000001,20.24193,278,Jackson
400,65,7.436660000000001,18.58236,278,Morris
401,37,9.84705,20.22148,278,Bazemore
402,37,10.6805,33.37757,278,Horford
403,37,7.25011,15.666939999999999,278,Korver
404,37,18.398989999999998,22.36124,278,Millsap
405,37,8.537889999999999,22.414460000000002,278,Teague
406,-99,11.76351,36.77512,278, 
407,65,12.181189999999999,7.11114,277,Caldwell-Pope
408,65,11.10811,35.84908,277,Drummond
409,65,28.66958,18.10419,277,Ilyasova
410,65,6.76346,20.42435,277,Jackson
411,65,7.25179,18.59619,277,Morris
412,37,9.569519999999999,20.58294,277,Bazemore
413,37,10.70358,33.36479,277,Horford
414,37,7.47842,15.4745,277,Korver
415,37,18.54066,22.422439999999998,277,Millsap
416,37,8.47216,22.30556,277,Teague
417,-99,11.842830000000001,36.798159999999996,277, 
418,65,12.72449,6.93933,276,Caldwell-Pope
419,65,11.1275,35.81289,276,Drummond
420,65,28.77025,18.28729,276,Ilyasova
421,65,6.59523,20.589129999999997,276,Jackson
422,65,7.077210000000001,18.59168,276,Morris
423,37,9.21527,20.91678,276,Bazemore
424,37,10.73654,33.354440000000004,276,Horford
425,37,7.697189999999999,15.28064,276,Korver
426,37,18.67256,22.48274,276,Millsap
427,37,8.41788,22.293210000000002,276,Teague
428,-99,11.93269,36.814679999999996,276, 
429,65,13.260420000000002,6.77469,275,Caldwell-Pope
430,65,11.15195,35.77478,275,Drummond
431,65,28.871570000000002,18.46748,275,Ilyasova
432,65,6.45056,20.81111,275,Jackson
433,65,6.90262,18.586560000000002,275,Morris
434,37,8.87331,21.21369,275,Bazemore
435,37,10.77624,33.34366,275,Horford
436,37,7.916239999999999,15.0994,275,Korver
437,37,18.79927,22.5441,275,Millsap
438,37,8.3621,22.31719,275,Teague
439,-99,12.031410000000001,36.82575,275, 
440,65,13.804310000000001,6.64244,274,Caldwell-Pope
441,65,11.17629,35.73022,274,Drummond
442,65,28.9729,18.65007,274,Ilyasova
443,65,6.370419999999999,21.069679999999998,274,Jackson
444,65,6.7276,18.56865,274,Morris
445,37,8.528080000000001,21.51649,274,Bazemore
446,37,10.81423,33.32525,274,Horford
447,37,8.14622,14.9451,274,Korver
448,37,18.91582,22.6052,274,Millsap
449,37,8.31145,22.349729999999997,274,Teague
450,-99,12.13734,36.83246,274, 
451,65,14.35395,6.52431,273,Caldwell-Pope
452,65,11.20422,35.68723,273,Drummond
453,65,29.069979999999997,18.83447,273,Ilyasova
454,65,6.337940000000001,21.36532,273,Jackson
455,65,6.55387,18.53491,273,Morris
456,37,8.21717,21.72366,273,Bazemore
457,37,10.8245,33.28675,273,Horford
458,37,8.38112,14.79827,273,Korver
459,37,19.01934,22.665770000000002,273,Millsap
460,37,8.25528,22.375020000000003,273,Teague
461,-99,12.2488,36.83591,273, 
462,65,14.90487,6.4214,272,Caldwell-Pope
463,65,11.23977,35.613890000000005,272,Drummond
464,65,29.15955,19.01381,272,Ilyasova
465,65,6.244680000000001,21.61927,272,Jackson
466,65,6.38427,18.50786,272,Morris
467,37,8.02405,21.89921,272,Bazemore
468,37,10.83788,33.242740000000005,272,Horford
469,37,8.626,14.68326,272,Korver
470,37,19.10841,22.7268,272,Millsap
471,37,8.20058,22.46633,272,Teague
472,-99,12.36412,36.83718,272, 
473,65,15.452060000000001,6.32559,271,Caldwell-Pope
474,65,11.2739,35.53865,271,Drummond
475,65,29.247790000000002,19.19248,271,Ilyasova
476,65,6.12041,21.831999999999997,271,Jackson
477,65,6.21796,18.46868,271,Morris
478,37,7.87688,22.04715,271,Bazemore
479,37,10.854569999999999,33.19135,271,Horford
480,37,8.87403,14.57921,271,Korver
481,37,19.18436,22.78695,271,Millsap
482,37,8.11779,22.599320000000002,271,Teague
483,-99,12.481630000000001,36.83736,271, 
484,65,15.975129999999998,6.24974,270,Caldwell-Pope
485,65,11.30091,35.48946,270,Drummond
486,65,29.3325,19.36342,270,Ilyasova
487,65,6.00095,22.00352,270,Jackson
488,65,6.04911,18.49372,270,Morris
489,37,7.73383,22.14834,270,Bazemore
490,37,10.86861,33.13408,270,Horford
491,37,9.12035,14.49141,270,Korver
492,37,19.2446,22.84939,270,Millsap
493,37,8.04472,22.73629,270,Teague
494,-99,12.63973,36.80907,270, 
495,65,16.48846,6.18305,269,Caldwell-Pope
496,65,11.326369999999999,35.41921,269,Drummond
497,65,29.408640000000002,19.53274,269,Ilyasova
498,65,5.815119999999999,22.21423,269,Jackson
499,65,5.87616,18.48645,269,Morris
500,37,7.625710000000001,22.26221,269,Bazemore
501,37,10.884269999999999,33.06796,269,Horford
502,37,9.38157,14.41045,269,Korver
503,37,19.28913,22.92139,269,Millsap
504,37,7.96232,22.93047,269,Teague
505,-99,12.81553,36.83778,269, 
506,65,16.99115,6.1277,268,Caldwell-Pope
507,65,11.35343,35.34115,268,Drummond
508,65,29.478009999999998,19.688760000000002,268,Ilyasova
509,65,5.63244,22.42209,268,Jackson
510,65,5.71488,18.4831,268,Morris
511,37,7.525360000000001,22.43536,268,Bazemore
512,37,10.893310000000001,32.99419,268,Horford
513,37,9.638810000000001,14.336770000000001,268,Korver
514,37,19.31781,22.996170000000003,268,Millsap
515,37,7.81372,23.11054,268,Teague
516,-99,12.819360000000001,36.88621,268, 
517,65,17.48313,6.0887199999999995,267,Caldwell-Pope
518,65,11.38059,35.252179999999996,267,Drummond
519,65,29.53946,19.83924,267,Ilyasova
520,65,5.45279,22.5523,267,Jackson
521,65,5.58487,18.49802,267,Morris
522,37,7.42318,22.57195,267,Bazemore
523,37,10.89701,32.912240000000004,267,Horford
524,37,9.87947,14.2844,267,Korver
525,37,19.33332,23.0775,267,Millsap
526,37,7.69729,23.29141,267,Teague
527,-99,12.685,36.99433,267, 
528,65,17.96321,6.0597199999999996,266,Caldwell-Pope
529,65,11.41351,35.17341,266,Drummond
530,65,29.593020000000003,19.98965,266,Ilyasova
531,65,5.2839,22.66774,266,Jackson
532,65,5.46017,18.49834,266,Morris
533,37,7.36848,22.6545,266,Bazemore
534,37,10.89403,32.824040000000004,266,Horford
535,37,10.11513,14.24745,266,Korver
536,37,19.33408,23.16853,266,Millsap
537,37,7.4991,23.48359,266,Teague
538,-99,12.61642,37.117,266, 
539,65,18.42924,6.0312,265,Caldwell-Pope
540,65,11.45309,35.0622,265,Drummond
541,65,29.6494,20.13039,265,Ilyasova
542,65,5.116680000000001,22.77058,265,Jackson
543,65,5.34354,18.51396,265,Morris
544,37,7.29132,22.79635,265,Bazemore
545,37,10.890999999999998,32.73225,265,Horford
546,37,10.34415,14.212320000000002,265,Korver
547,37,19.32573,23.26521,265,Millsap
548,37,7.3510100000000005,23.65314,265,Teague
549,-99,12.50313,37.11161,265, 
550,65,18.88176,6.00667,264,Caldwell-Pope
551,65,11.47356,34.97118,264,Drummond
552,65,29.702479999999998,20.2739,264,Ilyasova
553,65,4.95249,22.862820000000003,264,Jackson
554,65,5.2282,18.48449,264,Morris
555,37,7.22475,22.87312,264,Bazemore
556,37,10.88257,32.63327,264,Horford
557,37,10.57133,14.184529999999999,264,Korver
558,37,19.30025,23.368129999999997,264,Millsap
559,37,7.20872,23.91141,264,Teague
560,-99,12.353660000000001,37.096759999999996,264, 
561,65,19.312279999999998,5.9899,263,Caldwell-Pope
562,65,11.48833,34.88069,263,Drummond
563,65,29.75122,20.41619,263,Ilyasova
564,65,4.78916,22.9425,263,Jackson
565,65,5.1142,18.446379999999998,263,Morris
566,37,7.22155,22.907339999999998,263,Bazemore
567,37,10.86467,32.52854,263,Horford
568,37,10.79145,14.1737,263,Korver
569,37,19.26291,23.47608,263,Millsap
570,37,6.98948,24.12519,263,Teague
571,-99,12.16137,37.03495,263, 
572,65,19.72575,5.98297,262,Caldwell-Pope
573,65,11.494589999999999,34.79337,262,Drummond
574,65,29.80238,20.560270000000003,262,Ilyasova
575,65,4.6268199999999995,23.01324,262,Jackson
576,65,5.00547,18.4151,262,Morris
577,37,7.260560000000001,22.93207,262,Bazemore
578,37,10.84424,32.4216,262,Horford
579,37,11.00897,14.17334,262,Korver
580,37,19.20832,23.59433,262,Millsap
581,37,6.74741,24.35337,262,Teague
582,-99,12.00335,36.8772,262, 
583,65,20.12197,5.97268,261,Caldwell-Pope
584,65,11.495410000000001,34.71417,261,Drummond
585,65,29.85803,20.697979999999998,261,Ilyasova
586,65,4.455080000000001,23.08908,261,Jackson
587,65,4.90315,18.3934,261,Morris
588,37,7.376519999999999,22.950120000000002,261,Bazemore
589,37,10.81226,32.308840000000004,261,Horford
590,37,11.21546,14.2036,261,Korver
591,37,19.1321,23.72108,261,Millsap
592,37,6.4968,24.49454,261,Teague
593,-99,11.8321,36.77882,261, 
594,65,20.5039,5.9696,260,Caldwell-Pope
595,65,11.4918,34.593540000000004,260,Drummond
596,65,29.912770000000002,20.84016,260,Ilyasova
597,65,4.26578,23.09229,260,Jackson
598,65,4.8080099999999995,18.36647,260,Morris
599,37,7.4968699999999995,22.94722,260,Bazemore
600,37,10.76876,32.1835,260,Horford
601,37,11.41358,14.245920000000002,260,Korver
602,37,19.0373,23.85531,260,Millsap
603,37,6.25192,24.64244,260,Teague
604,-99,11.62092,36.69656,260, 
605,65,20.85656,5.956259999999999,259,Caldwell-Pope
606,65,11.47717,34.47716,259,Drummond
607,65,29.9683,20.976370000000003,259,Ilyasova
608,65,4.08136,23.05198,259,Jackson
609,65,4.71992,18.31631,259,Morris
610,37,7.615,22.91093,259,Bazemore
611,37,10.71975,32.06207,259,Horford
612,37,11.59947,14.2959,259,Korver
613,37,18.93029,23.99501,259,Millsap
614,37,5.99621,24.7873,259,Teague
615,-99,11.5732,36.5976,259, 
616,65,21.18437,5.94205,258,Caldwell-Pope
