,x,y,team_id,player_id,time
136,-49.73021698,-0.208142027,2,11,5
137,-47.25419998,-5.318028927,3,12,5
138,33.0485611,0.104071014,1,1,6
139,-46.68764877,3.226201534,1,2,6
140,-48.15647507,0.104071014,1,3,6
141,-6.609712601,-16.2350769,1,4,6
142,-49.52038574,33.4067955,1,5,6
143,-37.87469864,23.41597748,1,6,6
144,-51.82853699,-6.556473732,1,7,6
145,-42.38608932,3.642485619,1,8,6
146,-41.02218246,-0.520355046,1,9,6
147,-33.67805862,2.913988352,1,10,6
148,-8.603116989,-7.389041901,1,11,6
149,-47.73681259,-6.660544872,2,1,6
150,-47.52697754,-6.868686676,2,2,6
151,-35.04196548,2.705846548,2,3,6
152,-8.078536987,-15.71472263,2,4,6
153,-46.16306686,16.44322014,2,5,6
154,-51.72362137,2.185491323,2,6,6
155,-46.89748383,-7.284971237,2,7,6
156,-45.53357315,-0.104071014,2,8,6
157,-51.09412384,-7.909397125,2,9,6
158,-49.41546631,2.185491323,2,10,6
159,-49.62529755,-0.104071014,2,11,6
160,-46.90797424,-5.578206062,3,12,6
161,33.0485611,0.208142027,1,1,7
162,-46.47781754,3.330272436,1,2,7
163,-48.15647507,0,1,3,7
164,-6.609712601,-16.33914948,1,4,7
165,-49.20563507,33.19865417,1,5,7
166,-37.6648674,23.20783615,1,6,7
167,-52.24820328,-6.972758293,1,7,7
168,-42.07134247,3.642485619,1,8,7
169,-40.91726685,-0.520355046,1,9,7
170,-33.57313919,2.705846548,1,10,7
171,-8.393284798,-7.389041901,1,11,7
172,-47.52697754,-6.972758293,2,1,7
173,-47.3171463,-7.076828957,2,2,7
174,-34.83213425,2.601775408,2,3,7
175,-7.973620892,-15.71472263,2,4,7
176,-45.95323563,16.2350769,2,5,7
177,-51.61870575,1.977349281,2,6,7
178,-46.79256439,-7.805325985,2,7,7
179,-45.53357315,-0.208142027,2,8,7
180,-51.09412384,-8.117538452,2,9,7
181,-49.41546631,2.081420183,2,10,7
182,-49.41546631,-0.104071014,2,11,7
183,-46.5617485,-5.827976704,3,12,7
184,33.15347672,0.208142027,1,1,8
185,-46.16306686,3.330272436,1,2,8
186,-48.05155945,-0.104071014,1,3,8
187,-6.504796505,-16.44322014,1,4,8
188,-48.89088821,32.99050903,1,5,8
189,-37.45503616,22.99969292,1,6,8
190,-52.56294632,-7.493112564,1,7,8
191,-41.75659561,3.538414478,1,8,8
192,-40.81234741,-0.416284055,1,9,8
193,-33.57313919,2.601775408,1,10,8
194,-8.183452606,-7.389041901,1,11,8
195,-47.21222687,-7.284971237,2,1,8
196,-47.00239563,-7.389041901,2,2,8
197,-34.62230301,2.497704268,2,3,8
198,-7.868705273,-15.61065197,2,4,8
199,-45.84832382,16.02693558,2,5,8
200,-51.51378632,1.769207239,2,6,8
201,-46.68764877,-8.221610069,2,7,8
202,-45.42865753,-0.312213033,2,8,8
203,-50.98920822,-8.325680733,2,9,8
204,-49.41546631,1.977349281,2,10,8
205,-49.3105545,0,2,11,8
206,-46.21552658,-6.088154316,3,12,8
207,33.25839233,0.208142027,1,1,9
208,-45.95323563,3.434343338,1,2,9
209,-48.05155945,-0.208142027,1,3,9
210,-6.504796505,-16.44322014,1,4,9
211,-48.47122192,32.78236771,1,5,9
212,-37.24520493,22.79155159,1,6,9
213,-52.98261642,-8.013467789,1,7,9
214,-41.44184494,3.538414478,1,8,9
215,-40.70743561,-0.416284055,1,9,9
216,-33.46822739,2.393633366,1,10,9
217,-7.973620892,-7.389041901,1,11,9
218,-47.00239563,-7.493112564,2,1,9
219,-46.79256439,-7.701254845,2,2,9
220,-34.30755234,2.497704268,2,3,9
221,-7.658872604,-15.61065197,2,4,9
222,-45.53357315,15.81879425,2,5,9
223,-51.40887451,1.665136218,2,6,9
224,-46.47781754,-8.637893677,2,7,9
225,-45.3237381,-0.416284055,2,8,9
226,-50.8842926,-8.533823013,2,9,9
227,-49.41546631,1.977349281,2,10,9
228,-49.10071945,0.104071014,2,11,9
229,-45.85881042,-6.33792448,3,12,9
230,33.25839233,0.104071014,1,1,10
231,-45.74340439,3.434343338,1,2,10
232,-48.05155945,-0.312213033,1,3,10
233,-6.399880409,-16.44322014,1,4,10
234,-48.15647507,32.57422638,1,5,10
235,-36.93045807,22.58341026,1,6,10
236,-53.29736328,-8.637893677,1,7,10
237,-41.12709808,3.434343338,1,8,10
238,-40.60251617,-0.312213033,1,9,10
239,-33.36330795,2.185491323,1,10,10
240,-7.763789177,-7.389041901,1,11,10
241,-46.68764877,-7.805325985,2,1,10
242,-46.37290192,-8.013467789,2,2,10
243,-33.99280548,2.393633366,2,3,10
244,-7.553956985,-15.50658035,2,4,10
245,-45.3237381,15.61065197,2,5,10
246,-51.30395508,1.456994176,2,6,10
247,-46.37290192,-9.158248901,2,7,10
248,-45.21882629,-0.416284055,2,8,10
249,-50.77937698,-8.741965294,2,9,10
250,-49.3105545,1.977349281,2,10,10
251,-48.89088821,0.208142027,2,11,10
252,-45.5125885,-6.587695122,3,12,10
253,33.36330795,0.104071014,1,1,11
254,-45.42865753,3.538414478,1,2,11
255,-47.94664383,-0.416284055,1,3,11
256,-6.190048218,-16.33914948,1,4,11
257,-47.73681259,32.36608505,1,5,11
258,-36.51079178,22.37526894,1,6,11
259,-53.61210632,-9.262320518,1,7,11
260,-40.81234741,3.434343338,1,8,11
261,-40.49760056,-0.208142027,1,9,11
262,-33.15347672,2.081420183,1,10,11
263,-7.553956985,-7.389041901,1,11,11
264,-46.47781754,-8.117538452,2,1,11
265,-46.05815506,-8.325680733,2,2,11
266,-33.57313919,2.289562225,2,3,11
267,-7.239208221,-15.50658035,2,4,11
268,-44.90407562,15.50658035,2,5,11
269,-51.19904327,1.248852134,2,6,11
270,-46.2679863,-9.574533463,2,7,11
271,-45.00899506,-0.416284055,2,8,11
272,-50.67446136,-8.846035957,2,9,11
273,-49.20563507,1.977349281,2,10,11
274,-48.68105698,0.312213033,2,11,11
275,-45.16636658,-6.847872257,3,12,11
276,33.46822739,0.208142027,1,1,12
277,-45.21882629,3.538414478,1,2,12
278,-47.94664383,-0.520355046,1,3,12
279,-5.980215549,-16.33914948,1,4,12
280,-47.42206192,32.05387115,1,5,12
281,-36.0911293,22.27119637,1,6,12
282,-53.92686081,-9.782675743,1,7,12
283,-40.39268494,3.330272436,1,8,12
284,-40.39268494,-0.208142027,1,9,12
285,-32.94364548,1.873278141,1,10,12
286,-7.239208221,-7.389041901,1,11,12
287,-46.2679863,-8.325680733,2,1,12
288,-45.74340439,-8.741965294,2,2,12
289,-33.15347672,2.185491323,2,3,12
290,-6.924460411,-15.61065197,2,4,12
291,-44.58932877,15.29843903,2,5,12
292,-51.09412384,1.144781113,2,6,12
293,-46.05815506,-9.99081707,2,7,12
294,-44.69424438,-0.416284055,2,8,12
295,-50.46462631,-9.054178238,2,9,12
296,-49.10071945,1.977349281,2,10,12
297,-48.47122192,0.416284055,2,11,12
298,-44.82014465,-7.097643375,3,12,12
299,33.57313919,0.208142027,1,1,13
300,-44.90407562,3.538414478,1,2,13
301,-47.8417244,-0.624426067,1,3,13
302,-5.770383358,-16.2350769,1,4,13
303,-47.10731506,31.84572983,1,5,13
304,-35.67146301,22.06305504,1,6,13
305,-54.24160385,-10.40710163,1,7,13
306,-39.97301865,3.330272436,1,8,13
307,-40.1828537,-0.208142027,1,9,13
308,-32.73381042,1.769207239,1,10,13
309,-7.02937603,-7.493112564,1,11,13
310,-45.95323563,-8.637893677,2,1,13
311,-45.42865753,-9.054178238,2,2,13
312,-32.73381042,1.977349281,2,3,13
313,-6.609712601,-15.61065197,2,4,13
314,-44.27457809,15.19436836,2,5,13
315,-50.98920822,0.936639071,2,6,13
316,-45.95323563,-10.40710163,2,7,13
317,-44.37949753,-0.416284055,2,8,13
318,-50.14988327,-9.158248901,2,9,13
319,-48.99580383,1.977349281,2,10,13
320,-48.26139069,0.520355046,2,11,13
321,-44.47392273,-7.34741354,3,12,13
322,33.67805862,0.208142027,1,1,14
323,-44.58932877,3.538414478,1,2,14
324,-47.8417244,-0.728497088,1,3,14
325,-5.560551643,-16.13100624,1,4,14
326,-46.68764877,31.6375885,1,5,14
327,-35.25180054,21.95898247,1,6,14
328,-54.4514389,-10.92745686,1,7,14
329,-39.55335617,3.330272436,1,8,14
330,-39.97301865,-0.208142027,1,9,14
331,-32.41906357,1.665136218,1,10,14
332,-6.71462822,-7.493112564,1,11,14
333,-45.63848877,-8.846035957,2,1,14
334,-45.11390686,-9.470461845,2,2,14
335,-32.31414795,1.873278141,2,3,14
336,-6.399880409,-15.71472263,2,4,14
337,-43.85491562,15.09029675,2,5,14
338,-50.98920822,0.728497088,2,6,14
339,-45.74340439,-10.82338619,2,7,14
340,-44.16966629,-0.520355046,2,8,14
341,-49.8351326,-9.262320518,2,9,14
342,-48.89088821,2.081420183,2,10,14
343,-48.05155945,0.624426067,2,11,14
344,-44.12769699,-7.607591152,3,12,14
345,33.78297424,0.208142027,1,1,15
346,-44.16966629,3.434343338,1,2,15
347,-47.8417244,-0.832568109,1,3,15
348,-5.350719452,-16.13100624,1,4,15
349,-46.37290192,31.3253746,1,5,15
350,-34.83213425,21.75084114,1,6,15
351,-54.76618576,-11.44781208,1,7,15
352,-39.13368988,3.330272436,1,8,15
353,-39.76318741,-0.312213033,1,9,15
354,-32.10431671,1.561065197,1,10,15
355,-6.504796505,-7.597184181,1,11,15
356,-45.3237381,-9.158248901,2,1,15
357,-44.79916,-9.782675743,2,2,15
358,-31.89448357,1.665136218,2,3,15
359,-6.085132122,-15.81879425,2,4,15
360,-43.54016876,14.88215446,2,5,15
361,-50.77937698,0.520355046,2,6,15
362,-45.53357315,-11.13559818,2,7,15
363,-43.75,-0.832568109,2,8,15
364,-49.62529755,-9.470461845,2,9,15
365,-48.68105698,2.081420183,2,10,15
366,-47.8417244,0.728497088,2,11,15
367,-43.78147507,-7.857361317,3,12,15
368,33.88788986,0.208142027,1,1,16
369,-43.85491562,3.434343338,1,2,16
370,-47.73681259,-0.936639071,1,3,16
371,-5.14088726,-16.13100624,1,4,16
372,-46.05815506,31.11723328,1,5,16
373,-34.41246796,21.64677238,1,6,16
374,-54.87110138,-11.86409569,1,7,16
375,-38.7140274,3.330272436,1,8,16
376,-39.44844055,-0.416284055,1,9,16
377,-31.78956985,1.561065197,1,10,16
378,-6.294964314,-7.597184181,1,11,16
379,-45.00899506,-9.366391182,2,1,16
380,-44.48441315,-10.19895935,2,2,16
381,-31.47482109,1.352923274,2,3,16
382,-5.770383358,-16.02693558,2,4,16
383,-43.12050629,14.88215446,2,5,16
384,-50.56954575,0.416284055,2,6,16
385,-45.3237381,-11.44781208,2,7,16
386,-43.43525314,-1.144781113,2,8,16
387,-49.3105545,-9.574533463,2,9,16
388,-48.47122192,2.185491323,2,10,16
389,-47.52697754,0.936639071,2,11,16
390,-43.43525314,-8.117538452,3,12,16
391,33.99280548,0.208142027,1,1,17
392,-43.43525314,3.330272436,1,2,17
393,-47.63189316,-0.936639071,1,3,17
394,-4.931055069,-16.13100624,1,4,17
395,-45.63848877,30.90909195,1,5,17
396,-33.99280548,21.54269981,1,6,17
397,-55.08093643,-12.2803793,1,7,17
398,-38.29436493,3.330272436,1,8,17
399,-39.02877808,-0.520355046,1,9,17
400,-31.36990356,1.456994176,1,10,17
401,-5.980215549,-7.701254845,1,11,17
402,-44.69424438,-9.574533463,2,1,17
403,-44.16966629,-10.51117229,2,2,17
404,-31.05515671,1.040710092,2,3,17
405,-5.455635548,-16.13100624,2,4,17
406,-42.80575562,14.7780838,2,5,17
407,-50.25479507,0.208142027,2,6,17
408,-45.11390686,-11.65595341,2,7,17
409,-43.01558685,-1.456994176,2,8,17
410,-48.89088821,-9.782675743,2,9,17
411,-48.26139069,2.185491323,2,10,17
412,-47.3171463,1.040710092,2,11,17
413,-43.07853699,-8.36730957,3,12,17
414,34.0977211,0.208142027,1,1,18
415,-43.01558685,3.226201534,1,2,18
416,-47.52697754,-1.040710092,1,3,18
417,-4.826138973,-16.33914948,1,4,18
418,-45.3237381,30.70094872,1,5,18
419,-33.57313919,21.43862724,1,6,18
420,-55.08093643,-12.69666386,1,7,18
421,-37.87469864,3.330272436,1,8,18
422,-38.60911179,-0.728497088,1,9,18
423,-31.05515671,1.352923274,1,10,18
424,-5.770383358,-7.701254845,1,11,18
425,-44.27457809,-9.782675743,2,1,18
426,-43.85491562,-10.82338619,2,2,18
427,-30.84532356,0.728497088,2,3,18
428,-5.14088726,-16.2350769,2,4,18
429,-42.49100876,14.67401314,2,5,18
430,-49.8351326,0.104071014,2,6,18
431,-44.79916,-11.76002407,2,7,18
432,-42.70084,-1.665136218,2,8,18
433,-48.57613754,-9.99081707,2,9,18
434,-48.15647507,2.185491323,2,10,18
435,-47.00239563,1.248852134,2,11,18
436,-42.73231506,-8.617080688,3,12,18
437,34.0977211,0.104071014,1,1,19
438,-42.59592438,3.122130394,1,2,19
439,-47.3171463,-1.144781113,1,3,19
440,-4.721223354,-16.44322014,1,4,19
441,-44.90407562,30.49280548,1,5,19
442,-33.15347672,21.23048592,1,6,19
443,-55.18584824,-13.0088768,1,7,19
444,-37.45503616,3.330272436,1,8,19
445,-38.18944931,-1.040710092,1,9,19
446,-30.63549042,1.248852134,1,10,19
447,-5.560551643,-7.805325985,1,11,19
448,-43.75,-9.99081707,2,1,19
449,-43.54016876,-11.23966885,2,2,19
450,-30.42565918,0.416284055,2,3,19
451,-4.826138973,-16.33914948,2,4,19
452,-42.07134247,14.67401314,2,5,19
453,-49.41546631,0,2,6,19
454,-44.37949753,-11.86409569,2,7,19
455,-42.38608932,-1.977349281,2,8,19
456,-48.26139069,-10.19895935,2,9,19
457,-47.94664383,2.185491323,2,10,19
458,-46.68764877,1.352923274,2,11,19
459,-42.38608932,-8.877257347,3,12,19
460,34.30755234,0.104071014,1,1,20
461,-42.17625809,3.122130394,1,2,20
462,-47.10731506,-1.248852134,1,3,20
463,-4.616307259,-16.75543213,1,4,20
464,-44.58932877,30.28466415,1,5,20
465,-32.73381042,21.12641716,1,6,20
466,-55.18584824,-13.32108974,1,7,20
467,-37.03536987,3.330272436,1,8,20
468,-37.76978683,-1.248852134,1,9,20
469,-30.11091042,1.144781113,1,10,20
470,-5.350719452,-7.909397125,1,11,20
471,-43.33033752,-10.19895935,2,1,20
472,-43.12050629,-11.55188274,2,2,20
473,-30.11091042,0,2,3,20
474,-4.511391163,-16.5472908,2,4,20
475,-41.75659561,14.56994247,2,5,20
476,-48.89088821,-0.208142027,2,6,20
477,-44.06474686,-11.86409569,2,7,20
478,-42.07134247,-2.185491323,2,8,20
479,-48.05155945,-10.40710163,2,9,20
480,-47.8417244,2.289562225,2,10,20
481,-46.47781754,1.561065197,2,11,20
482,-42.0398674,-9.127028465,3,12,20
483,34.41246796,0.104071014,1,1,21
484,-41.75659561,3.018059492,1,2,21
485,-46.79256439,-1.352923274,1,3,21
486,-3.986810446,-16.65136147,1,4,21
487,-44.16966629,30.07652283,1,5,21
488,-32.10431671,21.02234459,1,6,21
489,-55.08093643,-13.52923203,1,7,21
490,-36.72062302,3.330272436,1,8,21
491,-37.35012054,-1.561065197,1,9,21
492,-29.48141289,0.832568109,1,10,21
493,-5.035971165,-8.013467789,1,11,21
494,-42.80575562,-10.40710163,2,1,21
495,-42.70084,-11.86409569,2,2,21
496,-29.69124794,-0.520355046,2,3,21
497,-3.986810446,-16.8595047,2,4,21
498,-41.2320137,14.4658699,2,5,21
499,-48.3663063,-0.312213033,2,6,21
500,-43.64508438,-11.86409569,2,7,21
501,-41.75659561,-2.393633366,2,8,21
502,-47.73681259,-10.61524296,2,9,21
503,-47.63189316,2.289562225,2,10,21
504,-46.16306686,1.665136218,2,11,21
505,-41.69364548,-9.37679863,3,12,21
506,34.51738739,0.104071014,1,1,22
507,-41.33692932,2.913988352,1,2,22
508,-46.47781754,-1.456994176,1,3,22
509,-3.672062397,-16.75543213,1,4,22
510,-43.75,29.8683815,1,5,22
511,-31.47482109,20.91827202,1,6,22
512,-54.97602081,-13.73737335,1,7,22
513,-36.19604111,3.330272436,1,8,22
514,-36.93045807,-1.873278141,1,9,22
515,-28.95683289,0.520355046,1,10,22
516,-4.721223354,-8.117538452,1,11,22
517,-42.38608932,-10.51117229,2,1,22
518,-42.28117752,-12.07223797,2,2,22
519,-29.16666794,-0.936639071,2,3,22
520,-3.672062397,-17.17171669,2,4,22
521,-40.81234741,14.4658699,2,5,22
522,-47.73681259,-0.520355046,2,6,22
523,-43.33033752,-11.86409569,2,7,22
524,-41.44184494,-2.497704268,2,8,22
525,-47.42206192,-10.92745686,2,9,22
526,-47.52697754,2.289562225,2,10,22
527,-45.95323563,1.873278141,2,11,22
528,-41.34742355,-9.636976242,3,12,22
529,34.62230301,0.104071014,1,1,23
530,-40.91726685,2.809917212,1,2,23
531,-46.05815506,-1.561065197,1,3,23
532,-3.252398252,-16.96357536,1,4,23
533,-43.43525314,29.76430893,1,5,23
534,-30.95023918,20.81420326,1,6,23
535,-54.87110138,-14.04958725,1,7,23
536,-35.77637863,3.330272436,1,8,23
537,-36.51079178,-2.081420183,1,9,23
538,-28.32733917,0.208142027,1,10,23
539,-4.511391163,-8.117538452,1,11,23
540,-41.86151123,-10.71931362,2,1,23
541,-41.75659561,-12.2803793,2,2,23
542,-28.85191917,-1.352923274,2,3,23
543,-3.35731411,-17.48393059,2,4,23
544,-40.39268494,14.36179924,2,5,23
545,-47.21222687,-0.728497088,2,6,23
546,-43.01558685,-11.86409569,2,7,23
547,-41.02218246,-2.705846548,2,8,23
548,-47.10731506,-11.13559818,2,9,23
549,-47.42206192,2.289562225,2,10,23
550,-45.63848877,1.977349281,2,11,23
551,-41.00119781,-9.886746407,3,12,23
552,34.72721863,0.104071014,1,1,24
553,-40.49760056,2.705846548,1,2,24
554,-45.63848877,-1.561065197,1,3,24
555,-2.832733631,-17.17171669,1,4,24
556,-43.01558685,29.5561676,1,5,24
557,-30.42565918,20.71013069,1,6,24
558,-54.87110138,-14.25772858,1,7,24
559,-35.35671616,3.330272436,1,8,24
560,-36.0911293,-2.393633366,1,9,24
561,-27.80275917,0,1,10,24
562,-4.196642399,-8.221610069,1,11,24
563,-41.44184494,-10.92745686,2,1,24
564,-41.12709808,-12.48852158,2,2,24
565,-28.43225288,-1.873278141,2,3,24
566,-3.042566061,-17.90021515,2,4,24
567,-39.97301865,14.25772858,2,5,24
568,-46.58273315,-0.832568109,2,6,24
569,-42.70084,-11.86409569,2,7,24
570,-40.70743561,-2.913988352,2,8,24
571,-46.68764877,-11.44781208,2,9,24
572,-47.3171463,2.289562225,2,10,24
573,-45.3237381,2.185491323,2,11,24
574,-40.65497589,-10.14692402,3,12,24
575,34.83213425,0.104071014,1,1,25
576,-40.07793808,2.705846548,1,2,25
577,-45.21882629,-1.665136218,1,3,25
578,-2.413069487,-17.58800125,1,4,25
579,-42.59592438,29.45209503,1,5,25
580,-30.00599289,20.60606194,1,6,25
581,-54.76618576,-14.4658699,1,7,25
582,-34.83213425,3.330272436,1,8,25
583,-35.67146301,-2.497704268,1,9,25
584,-27.38309288,-0.312213033,1,10,25
585,-3.881894588,-8.325680733,1,11,25
586,-40.91726685,-11.03152752,2,1,25
587,-40.60251617,-12.69666386,2,2,25
588,-28.11750412,-2.393633366,2,3,25
589,-2.727817774,-18.3164978,2,4,25
590,-39.55335617,14.25772858,2,5,25
591,-46.05815506,-0.936639071,2,6,25
592,-42.49100876,-11.86409569,2,7,25
593,-40.39268494,-3.122130394,2,8,25
594,-46.2679863,-11.76002407,2,9,25
595,-47.3171463,2.393633366,2,10,25
596,-45.11390686,2.289562225,2,11,25
597,-40.29825974,-10.39669418,3,12,25
598,34.93704987,0.104071014,1,1,26
599,-39.6582756,2.601775408,1,2,26
600,-44.79916,-1.769207239,1,3,26
601,-1.993405223,-17.79614258,1,4,26
602,-42.17625809,29.2439537,1,5,26
603,-29.37649918,20.50198936,1,6,26
604,-54.66127014,-14.7780838,1,7,26
605,-34.30755234,3.434343338,1,8,26
606,-35.25180054,-2.705846548,1,9,26
607,-26.85851288,-0.728497088,1,10,26
608,-3.672062397,-8.533823013,1,11,26
609,-40.39268494,-11.23966885,2,1,26
610,-39.97301865,-12.80073452,2,2,26
611,-27.80275917,-2.913988352,2,3,26
612,-2.413069487,-18.73278236,2,4,26
613,-39.13368988,14.15365791,2,5,26
614,-45.53357315,-0.936639071,2,6,26
615,-42.17625809,-11.86409569,2,7,26
616,-40.07793808,-3.226201534,2,8,26
617,-45.74340439,-12.07223797,2,9,26
618,-47.10731506,2.393633366,2,10,26
619,-44.79916,2.497704268,2,11,26
620,-39.95203781,-10.64646435,3,12,26
621,35.04196548,0.104071014,1,1,27
622,-39.23860931,2.497704268,1,2,27
623,-44.37949753,-1.873278141,1,3,27
624,-1.573741078,-18.00428581,1,4,27
625,-41.75659561,29.13988495,1,5,27
626,-28.85191917,20.29384804,1,6,27
627,-54.55635834,-14.98622513,1,7,27
628,-33.78297424,3.538414478,1,8,27
629,-34.72721863,-2.809917212,1,9,27
630,-26.4388504,-1.040710092,1,10,27
631,-3.35731411,-8.637893677,1,11,27
632,-39.97301865,-11.44781208,2,1,27
633,-39.34352493,-12.90480614,2,2,27
634,-27.48801041,-3.434343338,2,3,27
635,-2.098321199,-19.14906693,2,4,27
636,-38.7140274,14.15365791,2,5,27
637,-45.00899506,-0.832568109,2,6,27
638,-41.96642685,-11.86409569,2,7,27
639,-39.76318741,-3.434343338,2,8,27
640,-45.3237381,-12.38445091,2,9,27
641,-46.89748383,2.393633366,2,10,27
642,-44.58932877,2.601775408,2,11,27
643,-39.60581589,-10.90664196,3,12,27
644,35.1468811,0,1,1,28
645,-38.81894684,2.393633366,1,2,28
646,-43.95983505,-1.977349281,1,3,28
647,-1.258992791,-18.3164978,1,4,28
648,-41.33692932,28.93173981,1,5,28
649,-28.43225288,20.29384804,1,6,28
650,-54.4514389,-15.19436836,1,7,28
